sheet,address,value,precedents,dependents
YearlyReport,F48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A48,
YearlyReport,G48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A48,
YearlyReport,H48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A48,
YearlyReport,I48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A48,
YearlyReport,J48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A48,
YearlyReport,K48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A48,
YearlyReport,L48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A48,
YearlyReport,M48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A48,
YearlyReport,N48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A48,"YearlyReport!O48,YearlyReport!P48"
YearlyReport,O48,=SUM(C48:N48),"C48,N48",YearlyReport!P48
YearlyReport,P48,=O48/COLUMNS(C48:N48),"O48,C48,N48",
YearlyReport,A49,Car Insurance,,"YearlyReport!C49,YearlyReport!D49,YearlyReport!E49,YearlyReport!F49,YearlyReport!G49,YearlyReport!H49,YearlyReport!I49,YearlyReport!J49,YearlyReport!K49,YearlyReport!L49,YearlyReport!M49,YearlyReport!N49"
YearlyReport,B49,,,
YearlyReport,C49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A49,"YearlyReport!O49,YearlyReport!P49"
YearlyReport,D49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A49,
YearlyReport,E49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A49,
YearlyReport,F49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A49,
YearlyReport,G49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A49,
YearlyReport,H49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A49,
YearlyReport,I49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A49,
YearlyReport,J49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A49,
YearlyReport,K49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A49,
YearlyReport,L49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A49,
YearlyReport,M49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A49,
YearlyReport,N49,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A49,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A49,"YearlyReport!O49,YearlyReport!P49"
YearlyReport,O49,=SUM(C49:N49),"C49,N49",YearlyReport!P49
YearlyReport,P49,=O49/COLUMNS(C49:N49),"O49,C49,N49",
YearlyReport,A50,Car Payment,,"YearlyReport!C50,YearlyReport!D50,YearlyReport!E50,YearlyReport!F50,YearlyReport!G50,YearlyReport!H50,YearlyReport!I50,YearlyReport!J50,YearlyReport!K50,YearlyReport!L50,YearlyReport!M50,YearlyReport!N50"
YearlyReport,B50,,,
YearlyReport,C50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A50,"YearlyReport!O50,YearlyReport!P50"
YearlyReport,D50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A50,
YearlyReport,E50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A50,
YearlyReport,F50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A50,
YearlyReport,G50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A50,
YearlyReport,H50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A50,
YearlyReport,I50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A50,
YearlyReport,J50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A50,
YearlyReport,K50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A50,
YearlyReport,L50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A50,
YearlyReport,M50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A50,
YearlyReport,N50,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A50,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A50,"YearlyReport!O50,YearlyReport!P50"
YearlyReport,O50,=SUM(C50:N50),"C50,N50",YearlyReport!P50
YearlyReport,P50,=O50/COLUMNS(C50:N50),"O50,C50,N50",
YearlyReport,A51,Car Repair / Licenses,,"YearlyReport!C51,YearlyReport!D51,YearlyReport!E51,YearlyReport!F51,YearlyReport!G51,YearlyReport!H51,YearlyReport!I51,YearlyReport!J51,YearlyReport!K51,YearlyReport!L51,YearlyReport!M51,YearlyReport!N51"
YearlyReport,B51,,,
YearlyReport,C51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A51,"YearlyReport!O51,YearlyReport!P51"
YearlyReport,D51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A51,
YearlyReport,E51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A51,
YearlyReport,F51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A51,
YearlyReport,G51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A51,
YearlyReport,H51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A51,
YearlyReport,I51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A51,
YearlyReport,J51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A51,
YearlyReport,K51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A51,
YearlyReport,L51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A51,
YearlyReport,M51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A51,
YearlyReport,N51,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A51,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A51,"YearlyReport!O51,YearlyReport!P51"
YearlyReport,O51,=SUM(C51:N51),"C51,N51",YearlyReport!P51
YearlyReport,P51,=O51/COLUMNS(C51:N51),"O51,C51,N51",
YearlyReport,A52,Car Replacement Fund,,"YearlyReport!C52,YearlyReport!D52,YearlyReport!E52,YearlyReport!F52,YearlyReport!G52,YearlyReport!H52,YearlyReport!I52,YearlyReport!J52,YearlyReport!K52,YearlyReport!L52,YearlyReport!M52,YearlyReport!N52"
YearlyReport,B52,,,
YearlyReport,C52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A52,"YearlyReport!O52,YearlyReport!P52"
YearlyReport,D52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A52,
YearlyReport,E52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A52,
YearlyReport,F52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A52,
YearlyReport,G52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A52,
YearlyReport,H52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A52,
YearlyReport,I52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A52,
YearlyReport,J52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A52,
YearlyReport,K52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A52,
YearlyReport,L52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A52,
YearlyReport,M52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A52,
YearlyReport,N52,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A52,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A52,"YearlyReport!O52,YearlyReport!P52"
YearlyReport,O52,=SUM(C52:N52),"C52,N52",YearlyReport!P52
YearlyReport,P52,=O52/COLUMNS(C52:N52),"O52,C52,N52",
YearlyReport,A53,Charity,,"YearlyReport!C53,YearlyReport!D53,YearlyReport!E53,YearlyReport!F53,YearlyReport!G53,YearlyReport!H53,YearlyReport!I53,YearlyReport!J53,YearlyReport!K53,YearlyReport!L53,YearlyReport!M53,YearlyReport!N53"
YearlyReport,B53,,,
YearlyReport,C53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A53,"YearlyReport!O53,YearlyReport!P53"
YearlyReport,D53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A53,
YearlyReport,E53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A53,
YearlyReport,F53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A53,
YearlyReport,G53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A53,
YearlyReport,H53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A53,
YearlyReport,I53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A53,
YearlyReport,J53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A53,
YearlyReport,K53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A53,
YearlyReport,L53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A53,
YearlyReport,M53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A53,
YearlyReport,N53,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A53,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A53,"YearlyReport!O53,YearlyReport!P53"
YearlyReport,O53,=SUM(C53:N53),"C53,N53",YearlyReport!P53
YearlyReport,P53,=O53/COLUMNS(C53:N53),"O53,C53,N53",
YearlyReport,A54,Child Care,,"YearlyReport!C54,YearlyReport!D54,YearlyReport!E54,YearlyReport!F54,YearlyReport!G54,YearlyReport!H54,YearlyReport!I54,YearlyReport!J54,YearlyReport!K54,YearlyReport!L54,YearlyReport!M54,YearlyReport!N54"
YearlyReport,B54,,,
